1	2	1	119.492597	0.000000	0.004075	0.030485	0.226820
1	2	9.000000e-01	173.499910	0.000000	0.017457	0.030485	0.226820
1	3	1	148.993816	0.000000	0.022816	0.030485	0.226820
1	3	9.000000e-01	299.872329	0.000000	0.097737	0.030485	0.226820
1	4	1	222.614293	0.000000	0.089201	0.030485	0.226820
1	4	9.000000e-01	615.234828	0.000000	0.382106	0.030485	0.226820
1	5	1	405.555098	0.000000	0.301264	0.030485	0.226820
1	5	9.000000e-01	1398.883391	0.000000	1.290500	0.030485	0.226820
1	6	1	858.239373	0.000000	0.940912	0.030485	0.226820
1	6	9.000000e-01	3338.007791	0.000000	4.030508	0.030485	0.226820
5	2	1	119.234577	0.000000	0.004005	0.030485	0.226820
5	2	9.000000e-01	172.394619	0.000000	0.017154	0.030485	0.226820
5	3	1	147.104012	0.000000	0.021836	0.030485	0.226820
5	3	9.000000e-01	291.777042	0.000000	0.093536	0.030485	0.226820
5	4	1	213.478402	0.000000	0.082214	0.030485	0.226820
5	4	9.000000e-01	576.099952	0.000000	0.352176	0.030485	0.226820
5	5	1	369.100135	0.000000	0.264392	0.030485	0.226820
5	5	9.000000e-01	1242.723908	0.000000	1.132557	0.030485	0.226820
5	6	1	728.507102	0.000000	0.777625	0.030485	0.226820
5	6	9.000000e-01	2782.284116	0.000000	3.331047	0.030485	0.226820
10	2	1	118.922159	0.000000	0.003928	0.030485	0.226820
10	2	9.000000e-01	171.056303	0.000000	0.016828	0.030485	0.226820
10	3	1	144.925209	0.000000	0.020760	0.030485	0.226820
10	3	9.000000e-01	282.443777	0.000000	0.088929	0.030485	0.226820
10	4	1	203.566359	0.000000	0.074847	0.030485	0.226820
10	4	9.000000e-01	533.640325	0.000000	0.320616	0.030485	0.226820
10	5	1	332.280876	0.000000	0.227829	0.030485	0.226820
10	5	9.000000e-01	1085.003924	0.000000	0.975934	0.030485	0.226820
10	6	1	607.746136	0.000000	0.627539	0.030485	0.226820
10	6	9.000000e-01	2264.990128	0.000000	2.688135	0.030485	0.226820
20	2	1	118.364125	0.000000	0.003487	0.030485	0.226820
20	2	9.000000e-01	168.665828	0.000000	0.014935	0.030485	0.226820
20	3	1	141.311174	0.000000	0.016981	0.030485	0.226820
20	3	9.000000e-01	266.962459	0.000000	0.072741	0.030485	0.226820
20	4	1	188.504306	0.000000	0.055372	0.030485	0.226820
20	4	9.000000e-01	469.119906	0.000000	0.237195	0.030485	0.226820
20	5	1	281.596263	0.000000	0.150049	0.030485	0.226820
20	5	9.000000e-01	867.889940	0.000000	0.642753	0.030485	0.226820
20	6	1	458.539217	0.000000	0.363211	0.030485	0.226820
20	6	9.000000e-01	1625.844546	0.000000	1.555857	0.030485	0.226820
